azurtamu,1
azzalumai,-1
azzaluman,-1
azzalumi,-1
ba daɗi,-1
ba kauye,-1
ba kauyen,-1
ba kyau,-1
baaso,-1
baayi,-1
babakere,-1
babban,1
baci,-1
bagidaje,-1
baida,-1
bakantawa,-1
bakarya,1
bakason,-1
bakauya,-1
bakawa,-1
bakin chikin,-1
bakin ciki,-1
bakin cikin,-1
bakin jini,-1
bakinciki,-1
bakn ciki,-1
bakuji,-1
bakuncinsa,1
bakyaji,-1
bala eh,-1
bala in,-1
balai,-1
balain,-1
bamaso,-1
bamayinsa,-1
bambamta,-1
bamucin,-1
banason,-1
bangarenci,-1
bani,1
bansani,-1
banso,-1
banxa,-1
banza,-1
banzace,-1
banzane,-1
banzar,-1
banzatar,-1
banzaye,-1
baqauya,-1
baqi,-1
baqin ciki,-1
baqin cikina,-1
baraayi,-1
baragurbin,-1
barakallah,1
barar,-1
baras,-1
barasa,-1
barauniya,-1
barawan,-1
barawoba,-1
barawon,-1
barawone,-1
barayi,-1
barayine,-1
barazana,-1
bariki,-1
barka,1
barkada,1
barkanku,1
barkanmu,1
barkewa,-1
barkono,-1
barna,-1
barnannan,-1
barnar,-1
basira,1
basirar,1
batawa,-1
baxamu,-1
baxan,-1
bayahudiya,-1
bayajin,-1
bayanka,1
bayanshi,1
bayar,1
bayi,-1
bayin,-1
bazaa,-1
bazaiyi,-1
bazance,-1
bige,-1
bijirewa,-1
bikin,1
bin bayansa,1
bin doka,1
bindigar,-1
birge ni,1
birgeni,1
birgeta,1
birgewa,1
biri,-1
biyaa,1
biyaka,1
biyaki,1
biyama,1
biyayya,1
biyyayya,1
bola,-1
borin kunya,-1
boye,-1
brk,1
buda,1
bude,1
budi,1
bukatan,1
bukatu,1
bulala,-1
bulalai,-1
bulalar,-1
bulbul,1
bura uba,-1
bura uban,-1
bura ubansu,-1
buraubanku,-1
burge,1
burgeki,1
burgeni,1
burgesu,1
burina,1
burinki,1
burus,-1
busan,-1
caccaka,-1
cakwakiya,-1
cancanta️,1
cece kuce,-1
cecekuce,-1
cecemu,1
cetosu,1
chigaba,1
chuta,-1
chutar,-1
ci baya,-1
ci gaba,1
ci gaban,1
ci zalinsu,-1
cibagan,1
cigaba,1
cigaban,1
cigari,1
cii,1
cika,1
cikakkun,1
cikawa,1
cima zaune,-1
cin hanchi,-1
cin hanci,-1
cin mutuncin,-1
cin uban,-1
cin uwar,-1
cinhanci,-1
ciniki,1
cinyeku,-1
cinyemu,1
cinyewa,1
cire,-1
ciresa,-1
citta,1
ciwo,-1
ciwonku,-1
ciyar,1
ciyo,1
cizo,-1
cuceni,-1
cucin,-1
cuta,-1
cutan,-1
cutarnnan,-1
cutarwa,-1
cututtukan,-1
cuwa cuwa,-1
𝐤𝐢𝐲𝐚𝐲𝐞,1
da nasani,-1
dabamasa,-1
dabaru,1
dabba,-1
dabbubine,-1
dace,1
dacewa,1
dache,1
dachewansa,1
dada,1
dadi,1
dadin,1
dadin gaske,1
dadina,1
dadine,1
dadinka,1
dadinku,1
dadinsa,1
dadinsu,1
dadtaku,1
daɗi,1
dafa,1
dafatan,1
dagaske,1
dagewa,1
dagule,-1
dai dai,1
dai dai ne,1
daidai,1
daidaita,1
daina,-1
dakatar,-1
daki,-1
dakyau,1
dama,1
dama dama,1
damadama,1
dambe,-1
dameku,-1
damemu,-1
damfarace,-1
dami,-1
damu,-1
damunku,-1
damunmu,-1
damunsa,-1
damuwa,-1
damuwan,-1
damuwankune,-1
damuwarka,-1
damuwata,-1
dan akuya,-1
dan asara,-1
dan bindiga,-1
dan giya,-1
dan iska,-1
dan shegiya,-1
dan tselan uwa,-1
dan uwarsa,-1
dan wuta,-1
dana sani,-1
dana sanin,-1
danasani,-1
danasanin,-1
dangana,1
daniska,-1
danja,-1
daqiqae,-1
daqiqanci,-1
daraja,1
darajan,1
darajiar,1
darajjar,1
darasi,1
daria,1
dariyar,1
dariyarki,1
dason,1
datse,-1
dauka ka,1
daukaka,1
daukakaki,1
daukakaku,1
daukakashi,1
dauki,1
daukih,1
daukin,1
daukinsa,1
daukowa,1
daura,1
daureshi,-1
dauresu,-1
dayafi,1
dayaga,1
dazakiyi,1
debe,-1
dena,-1
diba,1
dogara,1
dokan,1
dokokin,1
dora,1
doraka,1
dorashii,1
dubasa,1
dubi,1
dukan tsiya,-1
dumama,-1
durin uwa,-1
durkushewar,-1
durun uwa,-1
duwawun,-1
ɓarauniyar,-1
ɗauki,1
fada,-1
fadakar,1
fadamana,1
fadawa,-1
fadawanka,1
fadawanki,1
fahimceki,1
fahimci,1
fahimta,1
fahimtan,1
fahimtarka,1
fallasawa,-1
fama,-1
famada,-1
fara,1
faranta,1
farar aniya,1
farfado,1
fargaba,-1
fargabarmu,-1
fari,1
farin chiki,1
farin ciki,1
farin cikin,1
farin jini,1
farin jinin,1
farinciki,1
farincikin,1
farincikina,1
farwa,-1
fasaha,1
fasaharka,1
fashe,-1
fashimta,1
fata,1
fatammu,1
fatan,1
fatan alheri,1
fatan alkairi,1
fatara,-1
fatarmu,1
fidda,1
firgici,-1
fitaccen,1
fitinanen,-1
fitinar,-1
fitintinu,-1
fitintinun,-1
fitsararre,-1
fitsararriya,-1
fitsararru,-1
fitsare,-1
fitsari,-1
fitsarrariya,-1
fitsarraru,-1
fituna,-1
fiyayyen,1
fiye,1
fizgar,-1
fusata,-1
fushi,-1
fushin,-1
fyade,-1
gaba,1
gabadai,1
gafar ta,1
gafara,1
gafartamasa,1
gafartamawa,1
gafartamusu,1
gafartawa,1
gagararsa,-1
gagareshi,-1
gagari,-1
gaggawa,1
gaida,1
gaisheka,1
gaisheki,1
gaji,-1
gajiya,-1
gallazawa,-1
gan ganci,-1
ganaar,1
ganar,1
ganawa,1
ganewa,1
ganganci,-1
gangancin,-1
gara,1
garan bawul,-1
gardi,-1
gardin,-1
gareka,1
gareku,1
garkuwa,1
garkuwar,1
gashi,-1
gasken,1
gaskene,1
gaskiyah,1
gaskiyan,1
gaskiyane,1
gaskiyani,1
gasky,1
gatanka,1
gatanmu,1
gawan,-1
gayama,1
gayamasa,1
gayu,1
gayyaci,1
gazaaa,-1
gazawa,-1
gazawar,-1
gdy,1
gidadawa,-1
gigita,-1
gimbiya,1
gindin uwarshi,-1
girma,1
girman kai,-1
girmanka,1
girmankai,-1
giwa,1
giya,-1
gobara,-1
godewa,1
godia,1
godiya,1
godiyan,1
gogarman,1
goge,-1
gogon biri,-1
goyan baya,1
goyan bayanka,1
goyanka,1
goyawa baya,1
goyi bayan,1
goyo baya,1
goyon baya,1
gskia,1
gskiya,1
gskya,1
gskyar,1
gudanarda,1
gudumuwar,1
gudunmawa,1
guje ma,-1
gurfanar,-1
gwabza,-1
gwanda,1
gwani,1
gwanin,1
gwanina,1
gwara,1
gyara,1
gyaramu,1
gyaran,1
gyaranta,1
gyarata,1
gyaruwa,1
háinci,-1
habaici,-1
habbaka,1
hada kai,1
hadama,-1
hadarinsa,-1
hadasu,1
hadin gwiwar,1
hadiye,-1
haduba,-1
hadufa,1
haɗari,-1
haihuwa,1
hainchi,-1
hakali,1
hakkin,1
hakkina,1
hakura,1
hakuri,1
halacci,1
halal,1
halatta,1
hallaka,-1
hambarar,-1
hamdala,1
hamdallah,1
hamdama,-1
hanaka,-1
hanaku,-1
hanamu,-1
hanata,-1
hanawa,-1
hango,1
hankali,1
hankaline,1
hankula,1
hankuri,1
haqqi,1
haramta,-1
harbe,-1
harbemu,-1
harbewa,-1
harbi,-1
harbin,-1
hargitsa,-1
harii,-1
haska,1
haskaka,1
haske,1
haskka,1
hassada,-1
hatsari,-1
hauka,-1
haukace,-1
haukan,-1
haukane,-1
haukar,-1
haukata,-1
haukatar,-1
haurigiya,-1
haushi,-1
hawaye,-1
haye,1
hazikai,1
hege,-1
hegia,-1
hegiya,-1
hegu,-1
hidima,1
hikima,1
hikimarsu,1
hkuri,1
hnkli,1
hofi,-1
hore,1
horema,1
horo,-1
huddubar,1
hura,1
husuma,-1
huta,1
hutawa,1
hutu,1
hutuce,1
hutuchi,1
ibadah,1
ibadar,1
ibadu,1
ihu,-1
ihun,-1
ilimi,1
ilimin,1
iliminki,1
illa,-1
illar,-1
illatamu,-1
imaninsu,1
in sha aallah,1
in sha allah,1
in sha allahu,1
inaruwan,-1
inasan,1
inaso,1
inason,1
inasonki,1
inayinka,1
inayinki,1
inganci,1
inganta,1
ingantaccen,1
ingantacciyar,1
insayamaki,1
insha allah,1
insha allah️,1
insha allahu,1
inshaallah,1
inshaallahu,1
inshallah,1
inson,1
inyaso,1
isar,1
isarwa,1
isheku,-1
ishemu,-1
iska,-1
iskanci,-1
iskancin,-1
iskancine,-1
iskancinka,-1
iyakantar,1
iyawa,1
iyawaa,1
iyawarka,1
izgili,-1
ja zamanin,1
jaddada,1
jafilci,-1
jagajaga,-1
jagaliya,-1
jagaliyar,-1
jagora,1
jagoranci,1
jagorancin,1
jahila,-1
jahilci,-1
jahili,-1
jahilii,-1
jahilla,-1
jairan,-1
jairar,-1
jajircewarki,1
jajirtacce,1
jajirtattu,1
jajirtattun,1
jakar uba,-1
jaki,-1
jakine,-1
jakkai,-1
jakuna,-1
jakunane,-1
jan kati,-1
jan kunne,-1
jankwarzo,1
janye,-1
jaraba,-1
jarabce,-1
jarrabta,-1
jarumar,1
jarumi,1
jaxakallah,1
jazakallah,1
jazakallahu khair,1
jefe,-1
ji a jikin,-1
ji kan,1
ji qan,1
jiƙan sa,1
jidadi,1
jifar,-1
jihilai,-1
jijidakai,-1
jikanka,1
jikanmu,1
jikansa,1
jikanshi,1
jikanta️,1
jikkata,-1
jin jina,1
jinƙai,1
jindadi,1
jindadin,1
jindadinku,1
jinkan,1
jinkiri,-1
jinya,-1
jiqan shi,1
jiqansa,1
jiqanta,1
jiranki,1
juri,1
juriya,1
juya,1
juyin milki,-1
juyin mulki,-1
ka barmu,-1
ka yi,1
kabamu,1
kabarsu,-1
kabasu,1
kabata,1
kabawa,1
kacakaca,-1
kachakacha,-1
kaci,1
kacutar,-1
kadanje,1
kadubemu,1
kafi,1
kafimu,1
kafirta,-1
kafisu,1
kagama,1
kahada,1
kahuta,1
kaicho,-1
kaico,-1
kaikaji,1
kajiqan,1
kakare,1
kakarɓe,-1
kakawo,1
kakawomana,1
kakeso,1
kakeson,1
kakeyi,1
kalle,1
kallo,1
kalubalanci,-1
kama,-1
kama karya,-1
kamani,-1
kamawa,-1
kammala,1
kamu,-1
kamunda,-1
kan uba,-1
kangararre,-1
kaniyan,-1
kanshi,1
kanunawa,1
kanyi,1
kaqi,-1
karama,1
karancin,-1
karanta,1
karasamu,-1
karata,-1
karawa,1
karbabbe,1
karban,1
karbar,1
karbuwa,1
kare,-1
kareki,1
karekii,1
kareku,1
karewa,-1
karfice,1
karfinka,1
karfinshi,1
kariya,1
kariyar,1
karni,-1
karo,1
karramawa,1
karshe,-1
karu,1
karuwai,-1
karuwanci,-1
karuwar,1
karya,-1
karyan,-1
karyan banza,-1
karyane,-1
karyane‍️‍️‍️‍‍‍‍‍‍,-1
karyarshi,-1
karyawa,-1
kasaci,-1
kasaukaka,1
kashe,-1
kasheka,-1
kashekashen,-1
kashemu,-1
kasheni,-1
kasheshi,-1
kashewa,-1
kashi,-1
kashiga,1
kashin,-1
kashirya,1
kaskantar,-1
kaskantashi,-1
kaso,1
kasuwa,1
kataimaka,1
kataimaki,1
katausayamana,1
katobara,-1
katsaremu,1
kaucewa,1
kaudi,-1
kauna,1
kaunan,1
kaunar,1
kaunarka,1
kaunarki,1
kaunarsu,1
kautarmana,1
kauwnaki,1
kauyensa,-1
kawar,1
kawayen,1
kawo,1
kawowa,1
kayafe,1
kayafemana,1
kayatar,1
kayaye,1
kayayewa,1
kayen,-1
kazamin,-1
kazanta,-1
kazantace,-1
keson,1
keta,-1
kewarki,1
kharain,1
ki fi,1
kicigaba,1
kidore,1
kifi,1
kigwada,1
kihuta,1
kikabar,-1
kin hadu,1
kin yi,1
kina ruwa,-1
kinason,1
kinasona,1
kinbi,1
kinchi,1
kindamemu,-1
kinfara,1
kinfi,1
kinfikyau,1
kinkoma,1
kinsamu,1
kirari,1
kirki,1
kirkin,1
kirkiri,1
kisa,-1
kisamu,1
kisan,-1
kishin kasa,1
kishinsa,1
kishiya,-1
kiso,1
kiyayemu,1
kiyayya,-1
kokari,1
kokarima,1
kokarin sa,1
kokkofi,-1
koma bayan,-1
konashi,-1
konewa,-1
kora,-1
korarmu,-1
kori,-1
koro,-1
kortaye,-1
kosa,-1
koshin lafiya,1
koya,1
koyama,1
kubarmu,-1
kubutar,1
kugama,1
kugane,1
kugani,1
kuka,-1
kukan,-1
kukansu,-1
kukeso,1
kulaki,1
kulawa,1
kulleki,-1
kuluwaa,1
kunci,1
kunfi,1
kunkai,1
kunki,-1
kunsan,1
kuntata,-1
kuntatama,-1
kunyata,-1
kurakurai,-1
kurakuraisa,-1
kurakuransa,-1
kurakurenki,-1
kusace,-1
kusanci,1
kusha,1
kuskure,-1
kuskuren,-1
kutimelesi,-1
kutse,-1
kutumàr uba,-1
kutumar,-1
kutumar uba,-1
kutumar uban,-1
kutumar ubar,-1
kuturu,-1
kuyafe,1
kuyi,1
kuzari,1
kwaba,-1
kwabar‍️,-1
kwace,-1
kwacen,-1
kwadayi,-1
kwado,-1
kwakkwaran,1
kwal ubah,-1
kwala,-1
kwalliya,1
kwalliyar,1
kwamachala,-1
kwanciyar hankali,1
kwantai,-1
kwantowa,-1
kwapsawa,-1
kwar jini,1
kwarai,1
kware,1
kwarewa,1
kwarin gwiwa,1
kwarin gwiwar,1
kwarjini,1
kwartan,-1
kwartanci,-1
kwarto,-1
kwartuwar,-1
kwashemu,-1
kwayaa,-1
kya wawan,1
kyakkyawar,1
kyakkyawon,1
kyakyawa️,1
kyakykyawan,1
kyalemu,-1
kyau,1
kyau tatawa,1
kyau️,1
kyauta,1
kyautaba,1
kyautar,1
kyautata,1
kyautatawa,1
kyautawar,1
kyawawa,1
kyawawan,1
kyawawane,1
kyawu,1
kyawunki,1
kyeu,1
kyuata,1
la antarki,-1
laanannan,-1
laananne,-1
laanannen,-1
laance,-1
labe,-1
lada,1
ladabi,1
ladan,1
lafiyarsu,1
lafiyayye,1
lafy,1
lafya,1
lahiya,1
laifi,-1
laifin,-1
laifine,-1
laifinshi,-1
laifukan,-1
lalacewa,-1
lalacewar,-1
lalache,-1
lalaci,-1
lalata,-1
lalatata,-1
lalatattace,-1
lalatattu,-1
lallace,-1
lallasamu,-1
lamari,-1
lamunce,1
lamuni,1
lapiya,1
lashe️,1
lefi,-1
lfy,1
lfya,1
limami,1
lpia,1
lpy,1
lpya,1
lugudensu,-1
lumi lumi,1
lusari,-1
luwadi,-1
ma sha allah,1
ma shaa allah,1
ma sharranta,-1
maa sha allah,1
maadallah,1
maamalla,1
maana,1
maauratan,1
mabiya,1
madallah,1
madaukaki,1
madaukakin,1
madedeciya,1
madigo,-1
mafi alkhairi,1
maficicin,1
mafificin,1
mafificiyar,1
mafin,1
mafuta,1
magada,1
magani,1
maganinku,1
maganinmu,1
maganinsu,1
maganinta,1
magungunan,1
mahassada,-1
mahaukaci,-1
mahaukacin,-1
mahaukaciyar,-1
mahaukata,-1
mahaukatan,-1
mai tar,-1
mai yawa,1
maigafarane,1
maigirma,1
maiisonki,1
maikyau,1
maitatsine,-1
maji,1
majidadin,1
makabarta,-1
makamar,1
makara,-1
makaryaci,-1
makaryaciya,-1
makaryata,-1
makaryatan,-1
makiya,-1
makiyan,-1
makiyanka,-1
makiyi,-1
makurar,1
mamaye,1
manyan kobo,-1
mapitah,1
maqaryaci,-1
maqaryacin,-1
maraba,1
marar,-1
marawa,1
mari,-1
marowata,-1
martaba,1
masalaha,1
masha allah,1
masha allahu,1
masha allh,1
mashaa allah,1
mashaallah,1
mashallah,1
mashaya,-1
mashirmacin,-1
mashirmata,-1
masifan,-1
masifu,-1
masoya,1
masoyan,1
masoyanki,1
masoyanmu,1
masoyanta,1
masoyi,1
masoyin,1
masoyinki,1
masoyinta,1
masoyiyah,1
masoyiyarki,1
masoyiyata,1
mastiyaci,-1
mataimaka,1
matalauta,-1
matsa,-1
matsala,-1
matsala‍️,-1
matsalanan,-1
matsalar,-1
matsalarda,-1
matsalarku,-1
matsalarmu,-1
matsalarsa,-1
matsanncin,-1
matsin,-1
matsiyaci,-1
matsiyata,-1
matsoraci,-1
matsoracin,-1
matsoraciya,-1
matsu,-1
maula,-1
mawiyachin,-1
mawuyacin,-1
mayan,-1
mayar,1
mayaudarine,-1
mayawacin,-1
mayen,-1
mayun,-1
me garinsu,-1
me karya,-1
megida,1
mekyau,1
mijin tace,-1
miqo,1
mitsiyaci,-1
mitswww,-1
miyagun,-1
more,1
mori,1
moriyar,1
mtschew,-1
mtseeew,-1
mtssss,-1
mtsw,-1
mtsweeeee,-1
mtswww,-1
mtswwww,-1
mtswwwwwww,-1
mtwsss,-1
mtwssss,-1
mudace,1
mudace‍️‍️,1
mudafe,1
mufikarfin,1
mugama,1
mugani,1
mugaye,-1
mugode,1
mugu,-1
mugune,-1
mugunnan,-1
mugunta,-1
muguntar,-1
muguwar,-1
muhimmaci,1
muhimmanci,1
muhuta,1
mukami,1
mukara,1
mummunar,-1
mun ci,1
muna fuka,-1
muna fukai,-1
muna funcin,-1
muna furci,-1
munabayanka,1
munada,1
munafikai,-1
munafikaine,-1
munafikan,-1
munafike,-1
munafiki,-1
munafikin,-1
munafirci,-1
munafuka,-1
munafukae,-1
munafukai,-1
munafukaine,-1
munafukan,-1
munafurci,-1
munafurcin,-1
munana,-1
munapikan,-1
munaso,1
munatare,1
munayinka,1
mundawo,1
munemi,1
munfii,1
mungaji,-1
mungode,1
muni,-1
munnafukai,-1
munshiga uku,-1
muntara,1
muntuba,1
munyafe,1
munyii,1
murabus,-1
muradin,1
muradinki,1
murde,-1
murkushe,-1
murmushi,1
murmushinki,1
murna,1
murnar,1
musanshi,1
musha biki,1
musiba,-1
musibah,-1
musiban,-1
musibar,-1
musibarna,-1
musifah,-1
mutuncinka,1
mutuncinki,1
mutunta,1
mutuwa,-1
mutuwace,-1
mutuwarsu,-1
na gari,1
na gode,1
nabar,-1
nadaki,1
nadamar,-1
nadawa,1
nafarko,1
nafi,1
nafison,1
nagari,1
nagartar,1
nagode,1
najasa,-1
nakallla,1
nakesan,1
nakeso,1
namu,1
nasami,1
nasara,1
nasarar,1
nasararce,1
nashiga,1
nasiha,1
naso,1
nauyin kasa,-1
nayarda,1
nemo,1
ngd,1
niima,1
niimarsa,1
nisa,-1
nisan kwana,1
nisan kwanah,1
nisan kwanaya,1
nisan tamu,1
nisha dantar,1
nishadantar,1
nishadi,1
nishandatar,1
nissan,1
nitsu,1
niyyar,1
nunama,1
nunamana,1
nunawar,1
nutsuwa,1
nutsuwar,1
oyoyo,1
parin cikin,1
qamari,-1
qananan,-1
qanqantar,-1
qanzon kurege,-1
qara,1
qaramin,-1
qaranci,-1
qarar,-1
qarawa,1
qarfafa,1
qarfi,1
qarfin,1
qarin,1
qartin,-1
qarya,-1
qaryace,-1
qaryan,-1
qaryane,-1
qaryar,-1
qaton,-1
qatuwa,-1
qauna,1
qayataccen,1
qazanta,-1
qazantace,-1
qone,-1
qoqari,1
qoqarin,1
qoqarinda,1
qunci,-1
quntata,-1
qware,1
qwato,1
rabaku,-1
rabamu,1
rabasu,-1
rabauta,1
rabawa,1
rabe,-1
rabin raina,1
rabo,1
rabona,1
rabonsa,1
rabu,-1
rada,-1
raga,1
ragargaza,-1
ragargazar,-1
ragargazasu,-1
ragawa,1
ragemin,-1
ragewa,-1
raguwa,-1
rahama,1
rahamah,1
rahamar,1
rahamarsa,1
rahamce,1
rahamsheshi,1
rahamshesu,1
rahin,-1
rahman,1
rahmar,1
rahmarka,1
rai,1
raina,-1
rainawa,-1
raini,-1
rainin wayo,-1
rainin wayon,-1
ramawa,-1
rana,1
rangaza,-1
rangwame,1
ranka shidade,1
ranka yadade,1
ranste,1
rashawa,-1
rashawar,-1
rashin gaskia,-1
raunin,-1
rauninsa,-1
rawa,1
raya,1
rayaku,1
raye,1
rayu,1
renawa,-1
ribar,1
riga kafi,1
riga kafin,1
rigakafin,1
rigima,-1
rigimammu,-1
rigiman,-1
rikice,-1
rikichi,-1
rikici,-1
rikita,-1
rikon amana,1
roki,1
roko,1
rokonka,1
ruda,-1
rudani,-1
rudarwa,-1
ruɓe,-1
rufawa,1
rufewar,-1
rugurguza,-1
rungumeshi,1
rungumi,1
runtsi,-1
rupa,1
rusa,-1
rushe,-1
sa a,1
saa,1
saada,1
saan,1
saar,1
saba,-1
sabbin,1
sabuwa,1
sabuwar,1
saci,-1
sadaka,1
sadakar,1
saɓa,-1
sahannu,1
sahihan,1
sahun,1
saisaita,1
saiyafi,1
sakacin,-1
sakarci,-1
sakarcin,-1
sakarkarun,-1
sakarya,-1
sakawa,1
sakayawa,1
sakayyarmu,1
sakemu,1
sakeshi,1
saketa,-1
sako,1
saku,1
salihai,1
salihan,1
sallama,1
sameki,1
samesu,1
sami,1
samo,1
sanaar,1
sani,1
sanki,1
sannu,1
sannun,1
sanqame,-1
santa,1
saran,-1
sarauniya,1
sata,-1
saukarsa,-1
sauke,-1
saukemana,1
sauki,1
saukin,1
sauqi,1
saurara,1
saurin,1
sauwake,1
sauwaqa,1
sauwaqe,1
sawa,1
sawaka,1
sawwake,1
sawwaqe,1
sekunci,1
sha awar,1
shaawar,1
shaci fadine,-1
shagali,1
shagalin,1
shagalinku,1
shagulgulan,1
shahada,1
shahara,1
shahararren,1
shaidan,-1
shaidanin,-1
shakka,-1
shalele,1
shan wiwi,-1
shanawa,1
shaqe ki,-1
sharara,-1
shari,-1
sharin,-1
sharri,-1
sharrin,-1
shashancin,-1
shashasha,-1
shashashai,-1
shawara,1
shawaran,1
shawarar,1
shawarata,1
shawartarku,1
shaye shaye,-1
shedan,-1
shedanta,-1
sheganta,-1
shegantaka,-1
shegantar,-1
shege,-1
shegen,-1
shegeya,-1
shegiyaa,-1
shegu,-1
shegun,-1
sheke,-1
sheki,1
sherin,-1
sherrin,-1
shiga uku,-1
shirin,1
shiriya,1
shiriye,1
shirme,-1
shiryaki,1
shiryamu,1
shiryar,1
shiryasu,1
shiryeki,1
shiryemu,1
shiryi,1
shishigi,-1
shishirme,-1
shisshigi,-1
sirara,-1
siririya,-1
siya,1
siyar,1
sokaye,-1
soke,-1
soki,1
soko,-1
solobiyo,-1
son,1
son kai,-1
sonji,1
sonka,1
sonki,1
sonku,1
sonmu,1
sonsa,1
sonsu,1
sonta,1
soshi,1
soyayar,1
soyayya,1
soyayyan,1
soyayyar,1
soyayyarka,1
soyyaya,1
sukafi,1
sukasha,1
sulhu,1
sumbata,1
suna ruwa,-1
sunbamu,1
sundawo,1
sunfi,1
sungode,1
sunkama,1
sunkashe,-1
sunki,-1
sunqi,-1
sunsaki,1
sunso,1
sunzo,1
surutu,-1
surutun,-1
sutura,1
suzo,1
ta gari,1
taadda,-1
taaddanchin,-1
taaddanci,-1
taaddancin,-1
taasa,-1
taaziyyar,1
taba,-1
tabaji,-1
tabarakallah,1
tabarbare,-1
tabarbarewa,-1
tabarbarewar,-1
tabargaza,-1
tabatar,1
tabbata,1
tabbataciyar,1
tabbatar,1
tabdijam,-1
tabin hankalii,-1
tabiye,1
taci,1
taemakeki,1
tafawa,1
tafisu,1
tafito,1
tafiye,1
tagado,1
taimaka,1
taimakama,1
taimakawa,1
taimakeki,1
taimaki,1
taimakon,1
taimakonki,1
tajanyo,-1
taje,1
takabar,-1
takaice,-1
takaicine,-1
takaita,1
takama,-1
takashesu,-1
takura,-1
takurawa,-1
talakkan,-1
talautasu,-1
tallafa,1
tallafawa,1
tallafi,1
tallafin,1
tamuce,1
tanadi,1
tarawa,1
tarbiyar,1
tarbiyya,1
tareda,1
tariga,1
tarwatsa,-1
tasa,1
tasaka,1
tashe,1
tashigo,1
tashin hankali,-1
tashin hankalin,-1
tashin tashinar,-1
tasono,-1
tattalla,-1
tauna asirin,-1
taunawa,1
taurin kai,-1
tausaya,1
tausayawa,1
tausayi,1
tausayin,1
tauye,-1
tauyewa,-1
tawan,1
taxo,1
tayaka,1
tayaki,1
tayaku,1
tayar,1
tayinka,1
tirrrr,-1
tobon hankali,-1
tonama,-1
tozarce,-1
tozarci,-1
tsadar,-1
tsafi,-1
tsaida,1
tsana,-1
tsanani,-1
tsananta,-1
tsani,-1
tsapta,1
tsareka,1
tsareki,1
tsareku,1
tsaremu,1
tsarewa,1
tsari,1
tsarki,1
tsarkin,1
tsaro,1
tsarwatsasu,-1
tsaurara,-1
tsauri,-1
